"Printer","Model","Serial Number","Memory","Print Speed","Color","Duplex","Copy","Scan to Fax","Scan to Email","Scan to Network","Fax Receive","Workflow Profile Capable","eSF Capable"
"157.184.219.180","Lexmark X860de","NMNCH2I0","","","","","","","","","","",""
"157.184.219.178","Lexmark X364dn","3506X70","","","","","","","","","","",""
"157.184.219.186","Lexmark T644 4600 MFP","Y2QSX800","","","","","","","","","","",""
"157.184.219.187","Lexmark E260dn","72L48TV","","","","","","","","","","",""
"157.184.219.162","Lexmark X204n","DVT3048","","","","","","","","","","",""
"157.184.219.215","Lexmark MS610de","100101","","","","","","","","","","",""
"157.184.219.202","Lexmark C930","NAQMHOY0","","","","","","","","","","",""
"157.184.219.193","Lexmark C540","NMVFEL00","","","","","","","","","","",""
"157.184.219.222","Lexmark X652de","7935NYK","","","","","","","","","","",""
"157.184.219.198","Lexmark T654","NVJJJDI0","","","","","","","","","","",""
"157.184.219.221","Lexmark C935","188499","","","","","","","","","","",""
"157.184.219.216","Lexmark X736de","PLT1022","","","","","","","","","","",""
"157.184.219.196","Lexmark X738de","DVTR019","","","","","","","","","","",""
"157.184.219.223","Lexmark C736","ABC12345","","","","","","","","","","",""
"157.184.219.218","Lexmark X543dn","N4NIXKI0","","","","","","","","","","",""
"157.184.219.154","Lexmark X463de","NICQM7C0","","","","","","","","","","",""
"157.184.219.217","Lexmark Optra T616","1409WI00","","","","","","","","","","",""
"157.184.219.206","Lexmark X264dn","350093Y","","","","","","","","","","",""
"157.184.219.230","Lexmark X658de","79G08TD","","","","","","","","","","",""
"157.184.219.229","Lexmark C950de","NLDSCEI","","","","","","","","","","",""
"157.184.219.233","Lexmark MS610de","4514PTB300521","","","","","","","","","","",""
"157.184.213.146","Nucleus SNMP Agent","","","","","","","","","","","",""
"157.184.223.82","Lexmark X792","7562029400499","","","","","","","","","","",""
"157.184.223.87","Lexmark T654","7934VKR","","","","","","","","","","",""
"157.184.223.88","Lexmark E460dw","72H10P4","","","","","","","","","","",""
"157.184.223.100","Lexmark X658de","7934KGK","","","","","","","","","","",""
"157.184.223.96","Lexmark X945e","0230050","","","","","","","","","","",""
"157.184.223.99","Lexmark X654de","7946W80","","","","","","","","","","",""
"157.184.217.168","KONICA MINOLTA pagepro 5650","","","","","","","","","","","",""
"157.184.222.39","Lexmark X656de","7937ZZM","","","","","","","","","","",""
"157.184.222.47","Lexmark X656de","7937ZY1","","","","","","","","","","",""
"157.184.222.48","Lexmark X738de","9434HVF","","","","","","","","","","",""
"157.184.225.25","Lexmark X925","75410132505LF","","","","","","","","","","",""
"157.184.225.26","Lexmark X654de","7933VXH","","","","","","","","","","",""
"157.184.225.56","Lexmark X792","75620194001D7","","","","","","","","","","",""
"157.184.225.60","Lexmark C925","5041003250558","","","","","","","","","","",""
"157.184.225.81","Lexmark 6500e","4036106600744","","","","","","","","","","",""
"157.184.225.74","Lexmark X466de","35P026L","","","","","","","","","","",""
"157.184.225.80","Lexmark C544","98202GB","","","","","","","","","","",""
"157.184.225.91","Lexmark E460dw","72H10P9","","","","","","","","","","",""
"157.184.219.197","Lexmark X500 Series","","","","","","","","","","","",""
"157.184.225.57","Lexmark X548","7525009460248","","","","","","","","","","",""
"157.184.219.211","Lexmark T634","HD1L044","","","","","","","","","","",""
"157.184.219.231","Lexmark E360dn","2EWTAU00","","","","","","","","","","",""
"157.184.227.154","Lexmark X658de","79G09VB","","","","","","","","","","",""
"157.184.222.29","Lexmark X658de","79G09RN","","","","","","","","","","",""
"157.184.231.167","Lexmark X644e","7908ZNT","","","","","","","","","","",""
"10.198.19.103","Lexmark MX812","7463119900670D","","","","","","","","","","",""
"10.198.19.112","Lexmark Pro5000 Series","SPCLDVT4AIO2015","","","","","","","","","","",""
"10.198.19.157","Lexmark C792","50620194004CV","","","","","","","","","","",""
"10.198.19.179","Lexmark Pro5500 Series","SPCLDVT4AIO5011","","","","","","","","","","",""
"10.198.19.186","Lexmark X363dn","0603093","","","","","","","","","","",""
"10.198.19.190","Lexmark Pro4000 Series","44470117000H1","","","","","","","","","","",""
"10.198.19.239","Lexmark W850","000089","","","","","","","","","","",""
"10.198.19.251","Lexmark X464de","35P0233","","","","","","","","","","",""
"10.198.19.165","Lexmark Pro5000 Series","K200DVT4AIO3001","","","","","","","","","","",""
"10.198.20.193","Lexmark C772","940PF8Z","","","","","","","","","","",""
"10.198.17.129","7600 Series","","","","","","","","","","","",""
"10.198.19.85","7600 Series","","","","","","","","","","","",""
"157.184.232.76","Lexmark X940e","0231410","","","","","","","","","","",""
"157.184.231.165","Lexmark C950","5058100204054","","","","","","","","","","",""
"157.184.232.75","Lexmark X862de","2450081","","","","","","","","","","",""
"157.184.232.74","Lexmark X658de","7932237","","","","","","","","","","",""
"157.184.195.206","Lexmark C546","98101Y5","","","","","","","","","","",""
"157.184.195.204","Lexmark X364dn","3500ZP8","","","","","","","","","","",""
"157.184.195.226","Lexmark X651de","7463127900003","","","","","","","","","","",""
"157.184.195.227","Lexmark X734e","DVTR047","","","","","","","","","","",""
"157.184.234.114","Lexmark X945e","6930088","","","","","","","","","","",""
"157.184.234.126","Lexmark C792","50620194000PX","","","","","","","","","","",""
"157.184.234.127","Lexmark X792","75620294006B9","","","","","","","","","","",""
"157.184.234.215","Lexmark X860de","2450058","","","","","","","","","","",""
"157.184.234.224","Lexmark X658de","7932251","","","","","","","","","","",""
"157.184.235.200","Lexmark X792","7562029400411","","","","","","","","","","",""
"157.184.238.202","Lexmark X656de","7935F1P","","","","","","","","","","",""
"157.184.241.182","Lexmark X864de","2450073","","","","","","","","","","",""
"157.184.241.185","Lexmark X736de","94202NC","","","","","","","","","","",""
"157.184.241.181","Lexmark C544","982012N","","","","","","","","","","",""
"157.184.234.235","Lexmark C736","9420481","","","","","","","","","","",""
"157.184.60.84","Lexmark He","4514PTB300546","","","","","","","","","","",""
"157.184.7.6","Lexmark C544","98100NL","","","","","","","","","","",""
"157.184.7.5","Lexmark C782 4600 MFP","940X3HP","","","","","","","","","","",""
"157.184.7.14","Lexmark X656de","793Z6PX","","","","","","","","","","",""
"157.184.7.13","Lexmark C782 4600 MFP","940X3KR","","","","","","","","","","",""
"157.184.7.22","Lexmark X646e","79204NF","","","","","","","","","","",""
"157.184.7.37","Lexmark X792","7562019400187","","","","","","","","","","",""
"157.184.8.113","Lexmark CX310","M91JB4","","","","","","","","","","",""
"157.184.7.180","Lexmark 6500e","BETA116600044","","","","","","","","","","",""
"157.184.7.151","Lexmark T654","7934VKW","","","","","","","","","","",""
"157.184.11.32","Lexmark MX611dhe","701520720006Z","","","","","","","","","","",""
"157.184.11.42","Lexmark MS510dn","4514207200044","","","","","","","","","","",""
"157.184.11.53","Lexmark MS610dn","4514207200082","","","","","","","","","","",""
"157.184.12.128","Lexmark M4","4514PTB300338","","","","","","","","","","",""
"157.184.12.203","Lexmark X546","752794PTB2219","","","","","","","","","","",""
"157.184.12.218","Lexmark X792e","N0KT2PU","","","","","","","","","","",""
"157.184.13.27","Lexmark T650","PIL2031","","","","","","","","","","",""
"157.184.13.122","Lexmark E352dn","N7OKK0C0","","","","","","","","","","",""
"157.184.13.138","Lexmark C736","DVTR123","","","","","","","","","","",""
"157.184.13.166","R2-D2","GGBFSU","","","","","","","","","","",""
"157.184.13.192","Lexmark C736","PLT2091","","","","","","","","","","",""
"157.184.13.203","Lexmark C544","502794PTB2082","","","","","","","","","","",""
"157.184.13.238","Lexmark C734","94248C5","","","","","","","","","","",""
"157.184.14.70","Xerox WorkCentre 4260","MAE495682","","","","","","","","","","",""
"157.184.14.97","HP LaserJet 5200","CNDXB00299","","","","","","","","","","",""
"157.184.14.170","Xerox Phaser 3635MFP","LBP238526","","","","","","","","","","",""
"157.184.14.84","Xerox Phaser 4620","XLV378643","","","","","","","","","","",""
"157.184.14.93","HP Color LaserJet CP3525","CNCC89T01Z","","","","","","","","","","",""
"157.184.14.89","HP LaserJet M4555 MFP","CNBCC4D01F","","","","","","","","","","",""
"157.184.14.101","HP Color LaserJet CP4020 Series","JPBC9BP065","","","","","","","","","","",""
"157.184.14.102","HP LaserJet P2055x","CNB9L05498","","","","","","","","","","",""
"157.184.14.139","HP LaserJet P3010 Series","VNBC98M0YG","","","","","","","","","","",""
"157.184.14.146","Xerox Phaser 6700DN","AB9771098","","","","","","","","","","",""
"157.184.14.149","Xerox WorkCentre 6505DN","YTB110369","","","","","","","","","","",""
"157.184.14.150","HP Color LaserJet CP4520 Series","JPBC9BN00H","","","","","","","","","","",""
"157.184.14.147","HP Color LaserJet CP5520 Series","JPCCBBS0LS","","","","","","","","","","",""
"157.184.14.162","HP Color LaserJet CM3530 MFP","CNBSD01039","","","","","","","","","","",""
"157.184.14.169","Xerox Phaser 3300MFP","NRB050660.......","","","","","","","","","","",""
"157.184.14.143","HP Color LaserJet CM4540 MFP","JPBCB9Q1TK","","","","","","","","","","",""
"157.184.14.61","HP LaserJet M2727nf MFP","CNCY77X0QX","","","","","","","","","","",""
"157.184.14.64","HP LaserJet Professional M1212nf MFP","CNC9B8NSLN","","","","","","","","","","",""
"157.184.14.67","HP Color LaserJet CP1518ni","CNAC82416Y","","","","","","","","","","",""
"157.184.14.68","Lexmark X864de","2400396","","","","","","","","","","",""
"157.184.14.77","HP LaserJet M1522nf MFP","CNC983W0KC","","","","","","","","","","",""
"157.184.14.81","HP LaserJet CP1525nw","CNBF206629","","","","","","","","","","",""
"157.184.14.80","Xerox Phaser 6128MFP-N","RCX110737","","","","","","","","","","",""
"157.184.14.82","Lexmark C792","50620194001V7","","","","","","","","","","",""
"157.184.14.85","HP LaserJet M1536dnf MFP","CNB9B8ZB0N","","","","","","","","","","",""
"157.184.14.88","Xerox ColorQube 8870","XFL016072","","","","","","","","","","",""
"157.184.14.92","Xerox ColorQube 8900X","DA4100618","","","","","","","","","","",""
"157.184.14.95","Lexmark X466de","35P3NM7","","","","","","","","","","",""
"157.184.14.140","HP LaserJet Professional P1606dn","VNB3B06339","","","","","","","","","","",""
"157.184.14.148","HP LaserJet 100 colorMFP M175nw","CNC9C7C57F","","","","","","","","","","",""
"157.184.14.159","HP LaserJet 400 color M451nw","CNB0101333","","","","","","","","","","",""
"157.184.14.161","Xerox Phaser 6010N","YXN110877","","","","","","","","","","",""
"157.184.14.152","HP Color LaserJet CM2320fxi MFP","CNB987N009","","","","","","","","","","",""
"157.184.14.166","HP LaserJet 400 colorMFP M475dw","CNB8CD4V6H","","","","","","","","","","",""
"157.184.14.160","Lexmark Pro4000 Series","44470117000KF","","","","","","","","","","",""
"157.184.14.175","HP LaserJet 300 colorMFP M375nw","CNB8CCRX4G","","","","","","","","","","",""
"157.184.14.168","Lexmark Pro5500 Series","44470117000HL","","","","","","","","","","",""
"157.184.14.167","HP Color LaserJet CP5225dn","CNBCB9G07V","","","","","","","","","","",""
"157.184.14.171","Lexmark T650","PIL2356","","","","","","","","","","",""
"157.184.14.192","Xerox Phaser 6130N","HAT032860","","","","","","","","","","",""
"157.184.14.12","HP LaserJet 500 color M551","CNBCC9C05C","","","","","","","","","","",""
"157.184.14.71","HP LaserJet 600 M603","JPBCCCB14Y","","","","","","","","","","",""
"157.184.14.76","Samsung CLX-8540 Series","Z4L6B1DSA00152K","","","","","","","","","","",""
"157.184.14.87","Samsung ML-3050 Series","3N61B1AL400013V","","","","","","","","","","",""
"157.184.14.96","Samsung SCX-4x28 Series","9H61BAIQ500257T","","","","","","","","","","",""
"157.184.14.164","Samsung SCX-5635 Series","14JBBAKS300011L","","","","","","","","","","",""
"157.184.14.13","Samsung ML-451x 501x Series","Z687BAIB700024P","","","","","","","","","","",""
"157.184.14.8","RICOH Aficio MP 5001","V8015600712","","","","","","","","","","",""
"157.184.14.138","Samsung ML-331x Series","Z64ABAFB101611Z","","","","","","","","","","",""
"157.184.14.155","Dell 2335dn MFP","","","","","","","","","","","",""
"157.184.14.158","RICOH Aficio SP 5210SR","S9219400090","","","","","","","","","","",""
"157.184.14.163","Samsung ML-551x 651x Series","Z60WB1BB200009H","","","","","","","","","","",""
"157.184.14.182","RICOH Aficio SP C420DN","S3889601123","","","","","","","","","","",""
"157.184.14.187","RICOH Aficio MP C400SR","S7525000035","","","","","","","","","","",""
"157.184.14.15","Officejet Pro 8600","CN19L1K1PT05KD","","","","","","","","","","",""
"157.184.14.103","Dell 2130cn Color Laser","","","","","","","","","","","",""
"157.184.14.10","Samsung ML-451x 501x Series","Z686BAIB800087D","","","","","","","","","","",""
"157.184.14.144","RICOH Aficio MP C2550","V2495300626","","","","","","","","","","",""
"157.184.14.151","Officejet Pro 8500 A910","CN096BM34G","","","","","","","","","","",""
"157.184.14.14","Officejet Pro 8600","CN1881S0H805KC","","","","","","","","","","",""
"157.184.14.173","RICOH Aficio SP C232SF","S5498501333","","","","","","","","","","",""
"157.184.20.182","Lexmark X656de","794D5M7","","","","","","","","","","",""
"157.184.14.79","KONICA MINOLTA bizhub C35","","","","","","","","","","","",""
"157.184.14.142","Canon LBP5460","","","","","","","","","","","",""
"157.184.14.181","Canon LBP6650","","","","","","","","","","","",""
"157.184.14.94","KONICA MINOLTA bizhub 552","","","","","","","","","","","",""
"157.184.14.136","Kyocera FS-C2126MFP","","","","","","","","","","","",""
"157.184.14.180","Kyocera FS-1135MFP","","","","","","","","","","","",""
"157.184.14.179","Kyocera FS-1370DN","","","","","","","","","","","",""
"157.184.14.73","EPSON WP-4540 Series","","","","","","","","","","","",""
"157.184.14.106","EPSON WorkForce 840","","","","","","","","","","","",""
"157.184.14.9","GelSprinter GX 7000","","","","","","","","","","","",""
"157.184.14.172","Aficio SP C312DN","","","","","","","","","","","",""
"157.184.14.190","Oki C9650","","","","","","","","","","","",""
"157.184.24.25","Lexmark C782 4600 MFP","940X6PB","","","","","","","","","","",""
"157.184.24.52","Lexmark Pro5000 Series","1571842475","","","","","","","","","","",""
"157.184.14.157","Canon MF4360-4390","","","","","","","","","","","",""
"157.184.24.137","Lexmark MX711","746312790004N","","","","","","","","","","",""
"157.184.24.150","Lexmark Pro5000 Series","k200dvt4aio2031","","","","","","","","","","",""
"157.184.26.19","Lexmark X952","7558100403945","","","","","","","","","","",""
"157.184.26.18","Lexmark X656de","79G3XVR","","","","","","","","","","",""
"157.184.26.48","Lexmark Pro4000 Series","44470117001PY","","","","","","","","","","",""
"157.184.32.15","Lexmark X466dte","NP2PT5C0","","","","","","","","","","",""
"157.184.32.17","Lexmark CX310","0R5W9Y","","","","","","","","","","",""
"157.184.32.200","Lexmark X748","94349D3","","","","","","","","","","",""
"157.184.36.166","Lexmark X792","75620294002ZV","","","","","","","","","","",""
"157.184.36.191","Lexmark X656de","793588K","","","","","","","","","","",""
"157.184.36.204","Lexmark X792","756201940019X","","","","","","","","","","",""
"157.184.36.215","Lexmark X940e","420430","","","","","","","","","","",""
"157.184.36.212","Lexmark X925","7541003250202","","","","","","","","","","",""
"157.184.40.154","Lexmark X548dte","vkdvt19400020","","","","","","","","","","",""
"157.184.40.182","Lexmark X656de","797CR25","","","","","","","","","","",""
"157.184.40.221","BW LP4000-1","451420720003D","","","","","","","","","","",""
"157.184.42.170","Lexmark 6500e","4036106600697","","","","","","","","","","",""
"157.184.42.236","Lexmark MX810","746324990001B","","","","","","","","","","",""
"157.184.42.244","Lexmark MX710","U3BP181234567890","","","","","","","","","","",""
"157.184.44.33","Lexmark MS811","406312790008V","","","","","","","","","","",""
"157.184.44.64","Lexmark X652de","260CR38","","","","","","","","","","",""
"157.184.45.7","Dell 3335dn Laser MFP","35D002H","","","","","","","","","","",""
"157.184.45.53","Lexmark MX610de","M6Y0WI","","","","","","","","","","",""
"157.184.45.84","Lexmark MS510dn","MAG8H0","","","","","","","","","","",""
"157.184.45.86","Lexmark X651de","U3BP18","","","","","","","","","","",""
"157.184.45.169","Lexmark MX610de","752794PTB2129","","","","","","","","","","",""
"157.184.45.191","Lexmark X546","752794PTB2186","","","","","","","","","","",""
"157.184.45.206","Lexmark MS810","U5G4I7","","","","","","","","","","",""
"157.184.45.226","Lexmark Pro5500 Series","1234567891","","","","","","","","","","",""
"157.184.45.241","Lexmark MX812","7463239900002","","","","","","","","","","",""
"157.184.46.111","Lexmark X792","7562029400HR3","","","","","","","","","","",""
"157.184.46.115","Lexmark X792e","NYSVHB8","","","","","","","","","","",""
"157.184.46.120","Lexmark X548dte","Q27KFY","","","","","","","","","","",""
"157.184.48.53","Lexmark T634","HD2L026","","","","","","","","","","",""
"157.184.49.59","Lexmark X925","M686DY0000000000000000000000000002O] #.E","","","","","","","","","","",""
"157.184.49.64","Lexmark X945e","N0CATV40","","","","","","","","","","",""
"157.184.49.56","Lexmark X203n","DVT2088","","","","","","","","","","",""
"157.184.49.73","NeuraLaserColor II","5062019400460","","","","","","","","","","",""
"157.184.49.75","Lexmark Pro5500 Series","44470117000MF","","","","","","","","","","",""
"157.184.49.80","Lexmark X748dte","752694PTBA035","","","","","","","","","","",""
"157.184.49.83","Lexmark C748dte","502694PTBH027","","","","","","","","","","",""
"157.184.49.81","Lexmark MX711","746312790003P","","","","","","","","","","",""
"157.184.49.95","Color Label Press 2000","506201940045C","","","","","","","","","","",""
"157.184.49.111","Lexmark C792","JDEOB4","","","","","","","","","","",""
"157.184.49.120","Dell B3465dnf Laser MFP","4514PTB300223","","","","","","","","","","",""
"157.184.49.174","Lexmark X736de","N8B1WY50","","","","","","","","","","",""
"157.184.49.194","Lexmark Pro5500 Series","444701170004H","","","","","","","","","","",""
"157.184.49.222","Lexmark CS310dn","502794PTB2048","","","","","","","","","","",""
"157.184.49.42","Lexmark X940e","NK0N5J40","","","","","","","","","","",""
"157.184.44.50","7600 Series","","","","","","","","","","","",""
"157.184.52.24","Lexmark MS810","NXLT3KI","","","","","","","","","","",""
"157.184.52.27","Lexmark Pro1000 Series","","","","","","","","","","","",""
"157.184.52.52","Lexmark Pro5500 Series","","","","","","","","","","","",""
"157.184.52.73","ModelName","","","","","","","","","","","",""
"157.184.55.50","ModelName","","","","","","","","","","","",""
"157.184.58.187","Lexmark CS310","MWY187","","","","","","","","","","",""
"157.184.58.225","Eckersley","7015207200040","","","","","","","","","","",""
"157.184.60.59","Lexmark He","4514PTB300520","","","","","","","","","","",""
"157.184.60.66","Lexmark X644e","790MMK9","","","","","","","","","","",""
"157.184.63.56","Lexmark X658de","793FX0L","","","","","","","","","","",""
"157.184.63.71","Lexmark X658de","79G09TL","","","","","","","","","","",""
"157.184.63.254","Lexmark C734","94202ZG","","","","","","","","","","",""
"157.184.63.175","Lexmark Pro4000 Series","4447011700LCG","","","","","","","","","","",""
"157.184.65.45","Lexmark X792e","SuperLongSeri","","","","","","","","","","",""
"157.184.65.131","Lexmark CS310","8O5FPU","","","","","","","","","","",""
"157.184.67.130","Lexmark C782","940VXP0","","","","","","","","","","",""
"157.184.67.136","Lexmark X792","7562029400MK8","","","","","","","","","","",""
"157.184.70.71","Lexmark C736","502694PTBH073","","","","","","","","","","",""
"157.184.70.83","Lexmark H4b","4514PTB300215","","","","","","","","","","",""
"157.184.70.68","Lexmark MX710","7463127900008","","","","","","","","","","",""
"157.184.70.80","ModelName","","","","","","","","","","","",""
"157.184.70.133","Lexmark X466dte","NGNB58C0","","","","","","","","","","",""
"157.184.70.222","Lexmark C950","145757","","","","","","","","","","",""
"157.184.70.237","Lexmark X792","756202940084R","","","","","","","","","","",""
"157.184.70.120","Lexmark X792","75620294003WM","","","","","","","","","","",""
"157.184.72.131","Lexmark X464de","0607241","","","","","","","","","","",""
"157.184.72.145","Lexmark M4","4514PTB300077","","","","","","","","","","",""
"157.184.72.146","Lexmark MX710","746312790001T","","","","","","","","","","",""
"157.184.72.157","Lexmark X651de","UWBEPU","","","","","","","","","","",""
"157.184.72.159","Lexmark MS812","40631279000BK","","","","","","","","","","",""
"157.184.72.228","Lexmark MS610dn","PIRPTB2036","","","","","","","","","","",""
"157.184.72.234","Lexmark MS812","NBKWVIC","","","","","","","","","","",""
"157.184.72.241","Lexmark C746","N4HDPU5","","","","","","","","","","",""
"157.184.72.240","Lexmark MS310d","A20523","","","","","","","","","","",""
"157.184.72.254","Lexmark C546","981008W","","","","","","","","","","",""
"157.184.72.248","Lexmark Pro5500 Series","4447011700024","","","","","","","","","","",""
"157.184.72.229","Lexmark W850","4BE1Q400","","","","","","","","","","",""
"157.184.72.231","Dell H4","","","","","","","","","","","",""
"157.184.74.84","Lexmark X792","756200940005M","","","","","","","","","","",""
"157.184.74.94","Lexmark 6500e","4036106601500","","","","","","","","","","",""
"157.184.74.100","Lexmark X792e","NIA3FL0","","","","","","","","","","",""
"157.184.74.105","Lexmark T654","NK8E3U7","","","","","","","","","","",""
"157.184.74.109","KONICA MINOLTA bizhub 4000P","451420720003P","","","","","","","","","","",""
"157.184.74.153","Lexmark H4b","4514PTB300425","","","","","","","","","","",""
"157.184.74.157","Lexmark CX510","752794PTB2190","","","","","","","","","","",""
"157.184.74.193","Lexmark 6500e","ZGSE9","","","","","","","","","","",""
"157.184.74.208","Lexmark X925","7541003200204","","","","","","","","","","",""
"157.184.74.217","Lexmark X792e","N3RQ84C","","","","","","","","","","",""
"157.184.74.176","ModelName","","","","","","","","","","","",""
"157.184.74.223","Lexmark X651de","746312790007R","","","","","","","","","","",""
"157.184.74.230","Lexmark CS310","502794PTB2042","","","","","","","","","","",""
"157.184.74.231","Lexmark C544","98200ZK","","","","","","","","","","",""
"157.184.74.239","Lexmark CX510","752794PTB1081","","","","","","","","","","",""
"157.184.74.246","Lexmark X862de","2404411","","","","","","","","","","",""
"157.184.75.28","Lexmark X646e","790MMC6","","","","","","","","","","",""
"157.184.75.35","Lexmark MX812","746324990001F","","","","","","","","","","",""
"157.184.75.48","Lexmark X651de","X0L81800","","","","","","","","","","",""
"157.184.74.178","Lexmark MX611dhe","7015207200046","","","","","","","","","","",""
"157.184.75.56","Lexmark CX310","M6Y0WI","","","","","","","","","","",""
"157.184.75.65","Lexmark X656de","7934C9X","","","","","","","","","","",""
"157.184.75.64","Lexmark X464de","0607217","","","","","","","","","","",""
"157.184.75.69","Lexmark MX710","7463249900027","","","","","","","","","","",""
"157.184.75.74","Lexmark C925","3000206","","","","","","","","","","",""
"157.184.75.82","Lexmark X738de","C7SA7C00","","","","","","","","","","",""
"157.184.75.36","ModelName","","","","","","","","","","","",""
"157.184.75.105","Lexmark MX812","746312790005F","","","","","","","","","","",""
"157.184.75.126","Lexmark X548","123456789ABCD","","","","","","","","","","",""
"157.184.75.141","Unknown","HJEIOI00","","","","","","","","","","",""
"157.184.75.138","Dell B3465dnF Laser MFP","DKZHSS1","","","","","","","","","","",""
"157.184.75.144","Lexmark MS510dn","MWY187","","","","","","","","","","",""
"157.184.75.147","Lexmark MX810","4063127900095","","","","","","","","","","",""
"157.184.75.164","Lexmark X748","94349KH","","","","","","","","","","",""
"157.184.75.156","Lexmark Pro5500 Series","RBDVT4AIO7009","","","","","","","","","","",""
"157.184.75.189","Lexmark MS810","MG1339","","","","","","","","","","",""
"157.184.75.197","Lexmark C950de","N0PQJTU","","","","","","","","","","",""
"157.184.75.193","Lexmark E460dn","PUJPLU00","","","","","","","","","","",""
"157.184.75.186","ModelName","","","","","","","","","","","",""
"157.184.75.234","Lexmark X546","75250094NOV02","","","","","","","","","","",""
"157.184.75.238","Lexmark MS811","M6Y0WI","","","","","","","","","","",""
"157.184.75.243","Lexmark X651de","UUYH75","","","","","","","","","","",""
"157.184.75.247","Lexmark MS812","40631279000B1","","","","","","","","","","",""
"157.184.75.244","ModelName","","","","","","","","","","","",""
"157.184.75.59","Lexmark X544","752794PTB2131","","","","","","","","","","",""
"157.184.75.97","Lexmark X792e","KJ13U7","","","","","","","","","","",""
"157.184.75.129","Lexmark MX810","746312790005x","","","","","","","","","","",""
"157.184.75.157","Lexmark CX510","752794ptb1082","","","","","","","","","","",""
"157.184.70.116","Lexmark X658de","R2JEC700","","","","","","","","","","",""
"157.184.75.13","KONICA MINOLTA pagepro 5650","","","","","","","","","","","",""
"157.184.84.67","Lexmark MS810","406312790007C","","","","","","","","","","",""
"157.184.84.203","Lexmark CX410de","752794PTB2071","","","","","","","","","","",""
"157.184.87.59","Lexmark MX611dhe","4514PTB300170","","","","","","","","","","",""
"157.184.87.82","Lexmark MX812","24T7250RD3P11052B0200","","","","","","","","","","",""
"157.184.87.86","Lexmark CX310","UUYH75","","","","","","","","","","",""
"157.184.87.111","Unknown","NXD4EI50","","","","","","","","","","",""
"157.184.87.119","Lexmark MX710","746323990001X","","","","","","","","","","",""
"157.184.87.128","Lexmark C736","XNSMEY00","","","","","","","","","","",""
"157.184.87.189","HP Color LaserJet 8550 ","S4601LXXXXX","","","","","","","","","","",""
"157.184.87.202","Lexmark X792","DVT0105","","","","","","","","","","",""
"157.184.87.201","Lexmark X736e","1DVT050","","","","","","","","","","",""
"157.184.87.203","Lexmark X658de","N8B1WY50","","","","","","","","","","",""
"157.184.89.93","Lexmark MS711","4063229900030","","","","","","","","","","",""
"157.184.89.108","Lexmark H1","4514PTB300160","","","","","","","","","","",""
"157.184.92.35","Lexmark T654","792Y1DP","","","","","","","","","","",""
"157.184.92.32","Lexmark X656de","792X9MP","","","","","","","","","","",""
"157.184.92.50","Lexmark X646e","7907GF9","","","","","","","","","","",""
"157.184.92.139","Lexmark C540","981002L","","","","","","","","","","",""
"157.184.92.143","Lexmark X738de","9432N0R","","","","","","","","","","",""
"157.184.97.169","Lexmark Pro1000 Series","SFP0DVT4SFP2088","","","","","","","","","","",""
"157.184.97.186","Lexmark Pro1000 Series","","","","","","","","","","","",""
"157.184.97.187","Lexmark Pro1000 Series","4128mm170000t","","","","","","","","","","",""
"157.184.97.188","Lexmark Pro1000 Series","4128MM1700024","","","","","","","","","","",""
"157.184.97.189","Lexmark Pro5000 Series","K200DVT4AIO3021","","","","","","","","","","",""
"157.184.97.192","Lexmark Pro5000 Series","4447GT1700014","","","","","","","","","","",""
"157.184.97.191","Lexmark Pro5500 Series","4447BB170000W","","","","","","","","","","",""
"157.184.97.193","Lexmark Pro1000 Series","SFP0DVT5SFP3023","","","","","","","","","","",""
"157.184.97.195","Lexmark Pro1000 Series","SFP0DVT4SFP2017","","","","","","","","","","",""
"157.184.97.204","Lexmark X945e","0213674","","","","","","","","","","",""
"157.184.97.198","Lexmark Pro5500 Series","EVERDVT4AIO6023","","","","","","","","","","",""
"157.184.97.197","Lexmark Pro5000 Series","K200DVT5AIO5004","","","","","","","","","","",""
"157.184.97.209","Lexmark X646e","792PY3Y","","","","","","","","","","",""
"157.184.97.210","Lexmark X644e","79114WX","","","","","","","","","","",""
"157.184.97.212","Lexmark Pro5500 Series","EVERDVT4AIO7026","","","","","","","","","","",""
"157.184.97.216","Lexmark X646e","790K024","","","","","","","","","","",""
"157.184.97.211","Lexmark Pro5000 Series","444701170003T","","","","","","","","","","",""
"157.184.97.215","Lexmark Pro5500 Series","4447011700037","","","","","","","","","","",""
"157.184.96.124","Lexmark X658de","793FX0T","","","","","","","","","","",""
"157.184.96.98","Lexmark X738de","9434K0X","","","","","","","","","","",""
"157.184.97.205","Nucleus SNMP Agent","","","","","","","","","","","",""
"157.184.97.233","Nucleus SNMP Agent","","","","","","","","","","","",""
"157.184.106.56","Lexmark T644","7901R9P","","","","","","","","","","",""
"157.184.106.89","Lexmark CX310","00000000000000000000000000000000","","","","","","","","","","",""
"157.184.110.68","Lexmark X792","756201940019P","","","","","","","","","","",""
"157.184.111.11","Lexmark X656de","79G4DFL","","","","","","","","","","",""
"157.184.111.12","Lexmark X656de","793Z6XH","","","","","","","","","","",""
"157.184.111.151","Lexmark X925","7541103200689","","","","","","","","","","",""
"157.184.114.38","Lexmark X466dte","0609328","","","","","","","","","","",""
"157.184.114.105","Lexmark MX711","UUYH75","","","","","","","","","","",""
